,user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
735516,PK2K8LXF4JRM,2e6fb3ed34a87,1541037588,6,filter selection,Sort by Price,EC,"Seoul, South Korea",mobile,Sort by Price,,
735517,PK2K8LXF4JRM,2e6fb3ed34a87,1541037651,7,search for poi,Gangnam-gu,EC,"Seoul, South Korea",mobile,Sort by Price,,
735520,PK2K8LXF4JRM,2e6fb3ed34a87,1541038548,10,change of sort order,interaction sort button,EC,"Seoul, South Korea",mobile,,,
735521,PK2K8LXF4JRM,2e6fb3ed34a87,1541038548,11,change of sort order,price only,EC,"Seoul, South Korea",mobile,,,
735522,PK2K8LXF4JRM,2e6fb3ed34a87,1541038548,12,filter selection,Sort by Price,EC,"Seoul, South Korea",mobile,Sort by Price,,
739854,4LOK2N63CANX,908faab485738,1541135081,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",desktop,,,
748333,XN99YIZALWN6,3c19dfd5ddc89,1541185867,14,search for destination,"Seoul, South Korea",US,"Seoul, South Korea",desktop,,,
748334,XN99YIZALWN6,3c19dfd5ddc89,1541185933,15,filter selection,5 Star,US,"Seoul, South Korea",desktop,5 Star,,
748335,XN99YIZALWN6,3c19dfd5ddc89,1541185937,16,filter selection,Excellent Rating,US,"Seoul, South Korea",desktop,5 Star|Excellent Rating,,
748336,XN99YIZALWN6,3c19dfd5ddc89,1541185941,17,filter selection,Focus on Distance,US,"Seoul, South Korea",desktop,5 Star|Excellent Rating|Focus on Distance,,
748337,XN99YIZALWN6,3c19dfd5ddc89,1541185941,18,search for poi,Seoul Arts Center,US,"Seoul, South Korea",desktop,5 Star|Excellent Rating|Focus on Distance,,
748338,XN99YIZALWN6,3c19dfd5ddc89,1541185946,19,filter selection,Free WiFi (Combined),US,"Seoul, South Korea",desktop,5 Star|Excellent Rating|Focus on Distance|Free WiFi (Combined),,
748339,XN99YIZALWN6,3c19dfd5ddc89,1541185947,20,filter selection,Air Conditioning,US,"Seoul, South Korea",desktop,5 Star|Excellent Rating|Focus on Distance|Free WiFi (Combined)|Air Conditioning,,
748340,XN99YIZALWN6,3c19dfd5ddc89,1541185957,21,filter selection,Restaurant,US,"Seoul, South Korea",desktop,5 Star|Excellent Rating|Focus on Distance|Free WiFi (Combined)|Air Conditioning|Restaurant,,
754753,G5B14S0AHRAU,ceefb1d7010b4,1541228979,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
754755,G5B14S0AHRAU,ceefb1d7010b4,1541229024,3,filter selection,3 Star,JP,"Seoul, South Korea",mobile,3 Star,,
754756,G5B14S0AHRAU,ceefb1d7010b4,1541229026,4,filter selection,4 Star,JP,"Seoul, South Korea",mobile,3 Star|4 Star,,
754757,G5B14S0AHRAU,ceefb1d7010b4,1541229028,5,filter selection,5 Star,JP,"Seoul, South Korea",mobile,3 Star|4 Star|5 Star,,
754758,G5B14S0AHRAU,ceefb1d7010b4,1541229029,6,filter selection,5 Star,JP,"Seoul, South Korea",mobile,3 Star|4 Star,,
773779,1C3AATIO3HHT,7f786d8cca0d3,1541431256,1,search for destination,"Seoul, South Korea",UK,"Seoul, South Korea",desktop,,,
775389,4X89HYHSYB3P,92f7dea3f3a75,1541390838,1,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",desktop,,,
795980,G4SZOTWJ9Q26,07fa3056ccfc3,1541489694,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
800662,TIWL3PMJD7JE,fea769cabf65d,1541504689,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
802411,YBS7HTOOQCDK,57c9f2285a686,1541470796,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
867509,UTJPQGZJ2EIU,a7557dd0ca22a,1541455915,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
867510,UTJPQGZJ2EIU,a7557dd0ca22a,1541455932,2,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
867511,UTJPQGZJ2EIU,a7557dd0ca22a,1541455941,3,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
875578,D40555PNNXW4,3a099b4a27bca,1541507833,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
879211,O51RE4XW7HKN,314f416b9fcee,1541489411,1,search for poi,Myeongdong,PH,"Seoul, South Korea",desktop,,,
879212,O51RE4XW7HKN,314f416b9fcee,1541489445,2,filter selection,Hostal (ES),PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879213,O51RE4XW7HKN,314f416b9fcee,1541489445,3,filter selection,Hotel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879214,O51RE4XW7HKN,314f416b9fcee,1541489445,4,filter selection,Motel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879215,O51RE4XW7HKN,314f416b9fcee,1541489445,5,filter selection,Resort,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879216,O51RE4XW7HKN,314f416b9fcee,1541489445,6,filter selection,4 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879217,O51RE4XW7HKN,314f416b9fcee,1541489445,7,filter selection,5 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879218,O51RE4XW7HKN,314f416b9fcee,1541489445,8,filter selection,Hostal (ES),PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879219,O51RE4XW7HKN,314f416b9fcee,1541489445,9,filter selection,Hotel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879220,O51RE4XW7HKN,314f416b9fcee,1541489445,10,filter selection,Motel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879221,O51RE4XW7HKN,314f416b9fcee,1541489445,11,filter selection,Resort,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879222,O51RE4XW7HKN,314f416b9fcee,1541489445,12,filter selection,4 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879223,O51RE4XW7HKN,314f416b9fcee,1541489445,13,filter selection,5 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879224,O51RE4XW7HKN,314f416b9fcee,1541489445,14,filter selection,Hostal (ES),PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879225,O51RE4XW7HKN,314f416b9fcee,1541489445,15,filter selection,Hotel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879226,O51RE4XW7HKN,314f416b9fcee,1541489445,16,filter selection,Motel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879227,O51RE4XW7HKN,314f416b9fcee,1541489445,17,filter selection,Resort,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879228,O51RE4XW7HKN,314f416b9fcee,1541489445,18,filter selection,4 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879229,O51RE4XW7HKN,314f416b9fcee,1541489445,19,filter selection,5 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879230,O51RE4XW7HKN,314f416b9fcee,1541489452,20,filter selection,Hostal (ES),PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879231,O51RE4XW7HKN,314f416b9fcee,1541489452,21,filter selection,Hotel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879232,O51RE4XW7HKN,314f416b9fcee,1541489452,22,filter selection,Motel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879233,O51RE4XW7HKN,314f416b9fcee,1541489452,23,filter selection,Resort,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879234,O51RE4XW7HKN,314f416b9fcee,1541489452,24,filter selection,3 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879235,O51RE4XW7HKN,314f416b9fcee,1541489452,25,filter selection,4 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879236,O51RE4XW7HKN,314f416b9fcee,1541489452,26,filter selection,5 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879237,O51RE4XW7HKN,314f416b9fcee,1541489462,27,filter selection,Hostal (ES),PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879238,O51RE4XW7HKN,314f416b9fcee,1541489462,28,filter selection,Hotel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879239,O51RE4XW7HKN,314f416b9fcee,1541489462,29,filter selection,Motel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879240,O51RE4XW7HKN,314f416b9fcee,1541489462,30,filter selection,Resort,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879241,O51RE4XW7HKN,314f416b9fcee,1541489462,31,filter selection,4 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879242,O51RE4XW7HKN,314f416b9fcee,1541489462,32,filter selection,5 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
879243,O51RE4XW7HKN,314f416b9fcee,1541491089,33,filter selection,Hostal (ES),PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879244,O51RE4XW7HKN,314f416b9fcee,1541491089,34,filter selection,Hotel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879245,O51RE4XW7HKN,314f416b9fcee,1541491089,35,filter selection,Motel,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879246,O51RE4XW7HKN,314f416b9fcee,1541491089,36,filter selection,Resort,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879247,O51RE4XW7HKN,314f416b9fcee,1541491089,37,filter selection,3 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879248,O51RE4XW7HKN,314f416b9fcee,1541491089,38,filter selection,4 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
879249,O51RE4XW7HKN,314f416b9fcee,1541491089,39,filter selection,5 Star,PH,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
895159,RDBWQ4DXNQ6J,59148b0c5777b,1541042965,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
895160,RDBWQ4DXNQ6J,59148b0c5777b,1541042982,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
895161,RDBWQ4DXNQ6J,59148b0c5777b,1541042985,3,change of sort order,price and recommended,JP,"Seoul, South Korea",desktop,,,
895162,RDBWQ4DXNQ6J,59148b0c5777b,1541042985,4,filter selection,Best Value,JP,"Seoul, South Korea",desktop,Best Value,,
895164,RDBWQ4DXNQ6J,59148b0c5777b,1541043081,6,filter selection,unknown,JP,"Seoul, South Korea",desktop,Best Value|Hotel Chain,,
895167,RDBWQ4DXNQ6J,59148b0c5777b,1541043656,9,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
895168,RDBWQ4DXNQ6J,59148b0c5777b,1541043744,10,change of sort order,price and recommended,JP,"Seoul, South Korea",desktop,,,
895169,RDBWQ4DXNQ6J,59148b0c5777b,1541043744,11,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
895170,RDBWQ4DXNQ6J,59148b0c5777b,1541043744,12,filter selection,Best Value,JP,"Seoul, South Korea",desktop,Best Value,,
895171,RDBWQ4DXNQ6J,59148b0c5777b,1541043771,13,filter selection,unknown,JP,"Seoul, South Korea",desktop,Best Value|Hotel Chain,,
902782,F5UB7ZZX008M,5b56b21b52f80,1541175042,15,search for destination,"Seoul, South Korea",UK,"Seoul, South Korea",desktop,,,
905861,OLUHC3SAZM2P,b1805fb814c30,1541164819,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
905862,OLUHC3SAZM2P,b1805fb814c30,1541164843,2,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
905875,OLUHC3SAZM2P,b1805fb814c30,1541165183,15,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
905876,OLUHC3SAZM2P,b1805fb814c30,1541165231,16,filter selection,5 Star,JP,"Seoul, South Korea",desktop,5 Star,,
905877,OLUHC3SAZM2P,b1805fb814c30,1541165233,17,filter selection,4 Star,JP,"Seoul, South Korea",desktop,5 Star|4 Star,,
907541,T90H07089CM8,5505df09bb6eb,1541174242,1,filter selection,Hotel,HK,"Seoul, South Korea",desktop,Hotel,,
907542,T90H07089CM8,5505df09bb6eb,1541174242,2,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,Hotel,,
922862,8K4FKV6ZAPE5,9a5fbb365cf9e,1541325609,1,search for destination,"Seoul, South Korea",BE,"Seoul, South Korea",desktop,,,
958229,X30OUOS65V3B,60c0c14e40e59,1541526887,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",mobile,,,
958230,X30OUOS65V3B,60c0c14e40e59,1541526912,2,search for poi,Hongdae,TW,"Seoul, South Korea",mobile,,,
958231,X30OUOS65V3B,60c0c14e40e59,1541526917,3,change of sort order,interaction sort button,TW,"Seoul, South Korea",mobile,,,
958232,X30OUOS65V3B,60c0c14e40e59,1541526927,4,change of sort order,price and recommended,TW,"Seoul, South Korea",mobile,,,
958233,X30OUOS65V3B,60c0c14e40e59,1541526927,5,filter selection,Best Value,TW,"Seoul, South Korea",mobile,Best Value,,
958234,X30OUOS65V3B,60c0c14e40e59,1541526937,6,change of sort order,interaction sort button,TW,"Seoul, South Korea",mobile,,,
958235,X30OUOS65V3B,60c0c14e40e59,1541526947,7,change of sort order,price only,TW,"Seoul, South Korea",mobile,,,
958236,X30OUOS65V3B,60c0c14e40e59,1541526947,8,filter selection,Sort by Price,TW,"Seoul, South Korea",mobile,Sort by Price,,
959716,148JD0J98L8Y,ae1e0e2f851e6,1541115876,7,filter selection,Hotel,JP,"Seoul, South Korea",mobile,Hotel|Motel,,
959717,148JD0J98L8Y,ae1e0e2f851e6,1541115876,8,filter selection,Motel,JP,"Seoul, South Korea",mobile,Hotel|Motel,,
959718,148JD0J98L8Y,ae1e0e2f851e6,1541115887,9,filter selection,4 Star,JP,"Seoul, South Korea",mobile,Hotel|Motel|4 Star,,
959719,148JD0J98L8Y,ae1e0e2f851e6,1541116135,10,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
959720,148JD0J98L8Y,ae1e0e2f851e6,1541116146,11,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
959721,148JD0J98L8Y,ae1e0e2f851e6,1541116146,12,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Hotel|Motel|4 Star|Best Value,,
963405,9TE0RLJS0X50,3c58a7cd9ab33,1541054660,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,Hotel|Motel|Resort|3 Star,,
963406,9TE0RLJS0X50,3c58a7cd9ab33,1541054675,2,filter selection,Focus on Distance,JP,"Seoul, South Korea",desktop,Hotel|Motel|Resort|3 Star|Focus on Distance,,
963407,9TE0RLJS0X50,3c58a7cd9ab33,1541054675,3,search for poi,Changdeokgung,JP,"Seoul, South Korea",desktop,Hotel|Motel|Resort|3 Star|Focus on Distance,,
963408,9TE0RLJS0X50,3c58a7cd9ab33,1541054677,4,filter selection,Focus on Distance,JP,"Seoul, South Korea",desktop,Hotel|Motel|Resort|3 Star|Focus on Distance,,
963409,9TE0RLJS0X50,3c58a7cd9ab33,1541054677,5,search for poi,COEX Aquarium,JP,"Seoul, South Korea",desktop,Hotel|Motel|Resort|3 Star|Focus on Distance,,
963410,9TE0RLJS0X50,3c58a7cd9ab33,1541054819,6,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,Hotel|Motel|Resort|3 Star|Focus on Distance,,
963411,9TE0RLJS0X50,3c58a7cd9ab33,1541054891,7,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
963412,9TE0RLJS0X50,3c58a7cd9ab33,1541054926,8,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
963413,9TE0RLJS0X50,3c58a7cd9ab33,1541054937,9,filter selection,Hotel,JP,"Seoul, South Korea",desktop,Hotel|Motel,,
963414,9TE0RLJS0X50,3c58a7cd9ab33,1541054937,10,filter selection,Motel,JP,"Seoul, South Korea",desktop,Hotel|Motel,,
963415,9TE0RLJS0X50,3c58a7cd9ab33,1541054942,11,filter selection,3 Star,JP,"Seoul, South Korea",desktop,Hotel|Motel|3 Star,,
963416,9TE0RLJS0X50,3c58a7cd9ab33,1541054947,12,filter selection,Hotel,JP,"Seoul, South Korea",desktop,Motel|3 Star,,
963417,9TE0RLJS0X50,3c58a7cd9ab33,1541054952,13,filter selection,Motel,JP,"Seoul, South Korea",desktop,3 Star,,
963418,9TE0RLJS0X50,3c58a7cd9ab33,1541055027,14,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
963419,9TE0RLJS0X50,3c58a7cd9ab33,1541055028,15,filter selection,Hotel,JP,"Seoul, South Korea",desktop,Hotel|Motel,,
963420,9TE0RLJS0X50,3c58a7cd9ab33,1541055028,16,filter selection,Motel,JP,"Seoul, South Korea",desktop,Hotel|Motel,,
963421,9TE0RLJS0X50,3c58a7cd9ab33,1541055038,17,filter selection,4 Star,JP,"Seoul, South Korea",desktop,Hotel|Motel|4 Star,,
963422,9TE0RLJS0X50,3c58a7cd9ab33,1541055048,18,filter selection,Motel,JP,"Seoul, South Korea",desktop,Hotel|4 Star,,
978450,N7BV5MY3Z34G,cb18b7632dcbf,1541171645,1,filter selection,Hotel,KR,"Seoul, South Korea",desktop,Hotel|Motel,,
978451,N7BV5MY3Z34G,cb18b7632dcbf,1541171645,2,filter selection,Motel,KR,"Seoul, South Korea",desktop,Hotel|Motel,,
978452,N7BV5MY3Z34G,cb18b7632dcbf,1541171654,3,filter selection,Spa (Wellness Facility),KR,"Seoul, South Korea",desktop,Hotel|Motel|Spa (Wellness Facility),,
978453,N7BV5MY3Z34G,cb18b7632dcbf,1541171659,4,filter selection,Swimming Pool (Combined Filter),KR,"Seoul, South Korea",desktop,Hotel|Motel|Spa (Wellness Facility)|Swimming Pool (Combined Filter),,
978454,N7BV5MY3Z34G,cb18b7632dcbf,1541171665,5,filter selection,Motel,KR,"Seoul, South Korea",desktop,Hotel|Spa (Wellness Facility)|Swimming Pool (Combined Filter),,
978455,N7BV5MY3Z34G,cb18b7632dcbf,1541171669,6,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
978456,N7BV5MY3Z34G,cb18b7632dcbf,1541171669,7,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
978457,N7BV5MY3Z34G,cb18b7632dcbf,1541171675,8,change of sort order,rating and recommended,KR,"Seoul, South Korea",desktop,,,
978458,N7BV5MY3Z34G,cb18b7632dcbf,1541171675,9,filter selection,Focus on Rating,KR,"Seoul, South Korea",desktop,Hotel|Spa (Wellness Facility)|Swimming Pool (Combined Filter)|Focus on Rating,,
1022929,LOAEL8V78KG2,a9aabc0030f48,1541421270,1,filter selection,Excellent Rating,JP,"Seoul, South Korea",mobile,Excellent Rating,,
1023242,N26X22LXWY9P,67597335f9437,1541442554,1,search for destination,"Seoul, South Korea",DE,"Seoul, South Korea",tablet,,,
1023243,N26X22LXWY9P,67597335f9437,1541442621,2,filter selection,3 Star,DE,"Seoul, South Korea",tablet,3 Star,,
1023244,N26X22LXWY9P,67597335f9437,1541442628,3,filter selection,Hotel,DE,"Seoul, South Korea",tablet,3 Star|Hotel|Resort,,
1023245,N26X22LXWY9P,67597335f9437,1541442628,4,filter selection,Resort,DE,"Seoul, South Korea",tablet,3 Star|Hotel|Resort,,
1031241,643HU81BUDIY,954f4136519ff,1541491757,1,search for poi,COEX,TH,"Seoul, South Korea",desktop,,,
1038288,P88D5S2SXLCU,f4d41ad581f57,1541485052,1,search for poi,Myeong-dong,MY,"Seoul, South Korea",mobile,,,
1038289,P88D5S2SXLCU,f4d41ad581f57,1541485082,2,change of sort order,interaction sort button,MY,"Seoul, South Korea",mobile,,,
1038290,P88D5S2SXLCU,f4d41ad581f57,1541485097,3,change of sort order,interaction sort button,MY,"Seoul, South Korea",mobile,,,
1038291,P88D5S2SXLCU,f4d41ad581f57,1541485099,4,change of sort order,price only,MY,"Seoul, South Korea",mobile,,,
1038292,P88D5S2SXLCU,f4d41ad581f57,1541485099,5,filter selection,Sort by Price,MY,"Seoul, South Korea",mobile,Sort by Price,,
1044517,8HDRRW2J017A,715ad74c3186d,1541067121,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
1044518,8HDRRW2J017A,715ad74c3186d,1541067131,2,change of sort order,distance and recommended,JP,"Seoul, South Korea",mobile,,,
1044519,8HDRRW2J017A,715ad74c3186d,1541067131,3,filter selection,Focus on Distance,JP,"Seoul, South Korea",mobile,Focus on Distance,,
1044520,8HDRRW2J017A,715ad74c3186d,1541067239,4,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
1044521,8HDRRW2J017A,715ad74c3186d,1541067249,5,change of sort order,distance and recommended,JP,"Seoul, South Korea",mobile,,,
1044523,8HDRRW2J017A,715ad74c3186d,1541067249,7,filter selection,Focus on Distance,JP,"Seoul, South Korea",mobile,Focus on Distance,,
1056996,80Z8LASIMD90,4156781d644ca,1541168570,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",desktop,,,
1056997,80Z8LASIMD90,4156781d644ca,1541168609,2,change of sort order,interaction sort button,TW,"Seoul, South Korea",desktop,,,
1056998,80Z8LASIMD90,4156781d644ca,1541168610,3,change of sort order,rating and recommended,TW,"Seoul, South Korea",desktop,,,
1056999,80Z8LASIMD90,4156781d644ca,1541168610,4,filter selection,Focus on Rating,TW,"Seoul, South Korea",desktop,Focus on Rating,,
